dataset	transform	seed	runtime_sec	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_grid_max	nmi_grid_max	ari_matched_mean	nmi_matched_mean	n_clusters_matched_mean
groups_imbalanced_moderate_drop_group	all_obs0.2	42	146.00274874293245	0.22520511364851759	0.3942233054435093	0.007740262951748994	0.34919214177088687	1.2064706071282285	0.6305246830511435	0.7469576919471624	0.9672860552863345	0.935157197189881	0.9672860552863345	0.935157197189881	3.0
groups_imbalanced_moderate_drop_group	all_obs0.25	42	146.00274874293245	0.24548054547881148	0.457041723498154	0.006802965254702067	0.3608215950558313	1.2635165883149415	0.6305391574262363	0.7481769324370323	0.9680779094451041	0.9348957864024121	0.9680779094451041	0.9348957864024121	3.0
groups_imbalanced_moderate_drop_group	all_obs1.0	42	146.00274874293245	1.3147337706394462	3.0809139785706923	0.0	0.6681853008688583	2.7505404837970215	0.6891101519664145	0.719273336790443	0.9571481956154001	0.9104442785120918	0.954292475878928	0.9058177791136601	3.0
groups_rare_high_drop	raw	42	146.10737578291446	0.3152378001456022	0.38627979257780876	0.006208531877187791	0.42365788811803134	1.356512211734124	0.39839306151786424	0.4090282752318055	0.583578444645592	0.4913089246406561	0.44087684090950846	0.42701513919542144	5.0
groups_rare_high_drop	all_obs0.05	42	146.10737578291446	0.30836101084850465	0.38368101264730275	0.0056031998837218705	0.4179503712792109	1.3338244135531456	0.3856893777358307	0.4029166463465551	0.5636618599379906	0.46319456424517746	0.40400854102418876	0.44034113242102524	5.0
groups_rare_high_drop	all_obs0.1	42	146.10737578291446	0.3140883185821391	0.4006891039740566	0.005028910557144951	0.4244770852210203	1.3461922387338496	0.40517686004669917	0.4129242714623767	0.5726024758501439	0.4763462959966471	0.5123482567063471	0.4763462959966471	4.0
groups_rare_high_drop	all_obs0.15	42	146.10737578291446	0.33241972889710025	0.4373040118153039	0.0044856645293294434	0.4412563066419299	1.3924965382569916	0.4097615639677708	0.4179948303135179	0.598269055758039	0.5078073972286982	0.4764241853772554	0.452518886625065	4.0
groups_rare_high_drop	all_obs0.2	42	146.10737578291446	0.3633552133065578	0.49352582014657864	0.003973460536397978	0.46584738914023044	1.4668744004782004	0.44523414825031693	0.4330595763703692	0.6057613688461833	0.5088407419589278	0.5607945470814799	0.47657895369342296	4.0
groups_rare_high_drop	all_obs0.25	42	146.10737578291446	0.40689479407744783	0.569354505976027	0.003492299179844651	0.496125540419664	1.5621921630340558	0.4204570802270923	0.4272115550220087	0.572290710529892	0.49871703399941847	0.467675214973558	0.46602738418011586	4.0
groups_rare_high_drop	all_obs1.0	42	146.10737578291446	2.572479379829573	4.0596079737621675	0.0	1.1369444363366104	3.6801526898926706	0.26612053076717185	0.24347002038977028	0.6347130638497789	0.5135508172056128	0.3512110144680951	0.2780541739355923	4.0
groups_rare_high_drop_group	raw	42	145.15817265002988	0.28998370144493835	0.37560874048985	0.005920815409499344	0.3992663401396413	1.3088021781622134	0.658031531923739	0.7566405591204002	0.9498029197473921	0.9071092956472128	0.6262763988877386	0.755802166670241	5.0
groups_rare_high_drop_group	all_obs0.05	42	145.15817265002988	0.28590531191043816	0.377376625317307	0.005343535775104001	0.39605408639276085	1.2930156883269694	0.6591394131591413	0.7559407514358862	0.9466858152412252	0.9028302492876569	0.684884862303934	0.7698917220058328	5.0
groups_rare_high_drop_group	all_obs0.1	42	145.15817265002988	0.29239230685341927	0.3963453067876956	0.004795860229297584	0.40291701683819503	1.3084349581992059	0.6846401703002836	0.7633671833102502	0.9438237581172262	0.8953497792802249	0.7863757892138631	0.8121353286537757	4.0
