config_id	proxy_mix	proxy_drop_gamma	proxy_drop_scale	calib_shrink	avg_rmse	avg_bz_rmse	score
36	0.5	0.7	1.2	0.6	1.4202578365802765	0.532319962978363	1.2424488812685013
33	0.5	0.7	1.0	0.6	1.4499952793121338	0.5176795274019241	1.242677167057991
24	0.0	1.3	1.0	0.6	1.5938747227191925	0.4458250254392624	1.2427623867988586
50	0.5	1.3	1.0	0.3	0.9522624611854553	0.7675898522138596	1.2437210828065872
53	0.5	1.3	1.2	0.3	0.9387489706277847	0.7769763320684433	1.2463508173823357
56	1.0	0.7	0.8	0.3	0.9082029163837433	0.7922836989164352	1.2463851571083069
21	0.0	1.3	0.8	0.6	1.6213164031505585	0.43927768617868423	1.2499358877539635
65	1.0	1.0	0.8	0.3	0.9290546923875809	0.7873610258102417	1.2518883720040321
59	1.0	0.7	1.0	0.3	0.890666127204895	0.8090450465679169	1.2543781101703644
39	0.5	1.0	0.8	0.6	1.5267248153686523	0.4928552061319351	1.2562176138162613
42	0.5	1.0	1.0	0.6	1.491356074810028	0.511158287525177	1.256836324930191
74	1.0	1.3	0.8	0.3	0.94814333319664	0.7828764170408249	1.256948083639145
45	0.5	1.0	1.2	0.6	1.4615201652050018	0.5269444435834885	1.2577045261859894
68	1.0	1.0	1.0	0.3	0.9118408262729645	0.8029219955205917	1.258842408657074
62	1.0	0.7	1.2	0.3	0.8779744207859039	0.8221829235553741	1.261170133948326
77	1.0	1.3	1.0	0.3	0.9318496137857437	0.7973343431949615	1.2632591500878334
57	1.0	0.7	0.8	0.6	1.439725935459137	0.5448624417185783	1.2647254094481468
71	1.0	1.0	1.2	0.3	0.8983190208673477	0.8166597336530685	1.2658192440867424
48	0.5	1.3	0.8	0.6	1.5645334422588348	0.4875093847513199	1.2697761058807373
80	1.0	1.3	1.2	0.3	0.9185030907392502	0.8106321692466736	1.2698837146162987
51	0.5	1.3	1.0	0.6	1.5312894880771637	0.5048827454447746	1.2705274894833565
60	1.0	0.7	1.0	0.6	1.4030832052230835	0.5701403990387917	1.2716820016503334
54	0.5	1.3	1.2	0.6	1.5026390254497528	0.5206052735447884	1.2719247862696648
63	1.0	0.7	1.2	0.6	1.3749129474163055	0.5891031101346016	1.2765595838427544
66	1.0	1.0	0.8	0.6	1.4814298748970032	0.5372309759259224	1.277945913374424
69	1.0	1.0	1.0	0.6	1.4447576105594635	0.5614582598209381	1.2838370651006699
72	1.0	1.0	1.2	0.6	1.4151306450366974	0.5820376351475716	1.2896029576659203
75	1.0	1.3	0.8	0.6	1.5214481055736542	0.5299052819609642	1.2906293347477913
78	1.0	1.3	1.0	0.6	1.486086755990982	0.5530494078993797	1.2960927858948708
81	1.0	1.3	1.2	0.6	1.4566810727119446	0.5735445916652679	1.3018851280212402
7	0.0	0.7	1.2	0.0	0.6437630653381348	1.025178387761116	1.3470599204301834
4	0.0	0.7	1.0	0.0	0.6494287997484207	1.025171935558319	1.3498863354325294
16	0.0	1.0	1.2	0.0	0.6521718353033066	1.0251485109329224	1.3512344285845757
1	0.0	0.7	0.8	0.0	0.6550285816192627	1.0255372524261475	1.3530515432357788
13	0.0	1.0	1.0	0.0	0.6563369035720825	1.025321140885353	1.3534895926713943
25	0.0	1.3	1.2	0.0	0.65791355073452	1.025246649980545	1.354203425347805
28	0.5	0.7	0.8	0.0	0.645661249756813	1.0320944339036942	1.3549250587821007
10	0.0	1.0	0.8	0.0	0.6604397594928741	1.025784283876419	1.3560041636228561
22	0.0	1.3	1.0	0.0	0.661044180393219	1.0255334675312042	1.3560555577278137
31	0.5	0.7	1.0	0.0	0.6386063396930695	1.0371626019477844	1.3564657717943192
37	0.5	1.0	0.8	0.0	0.6528098583221436	1.0312152802944183	1.3576202094554901
34	0.5	0.7	1.2	0.0	0.6320325881242752	1.0419418066740036	1.3579581007361412
19	0.0	1.3	0.8	0.0	0.6641410440206528	1.026048168540001	1.3581186905503273
40	0.5	1.0	1.0	0.0	0.6474571824073792	1.0354758948087692	1.3592044860124588
46	0.5	1.3	0.8	0.0	0.6578328162431717	1.0305693298578262	1.359485737979412
49	0.5	1.3	1.0	0.0	0.6537277698516846	1.0342139154672623	1.3610778003931046
43	0.5	1.0	1.2	0.0	0.6423280835151672	1.0399304330348969	1.3610944747924805
52	0.5	1.3	1.2	0.0	0.6497778296470642	1.0381935983896255	1.3630825132131577
55	1.0	0.7	0.8	0.0	0.6392258107662201	1.046033576130867	1.365646481513977
64	1.0	1.0	0.8	0.0	0.6474040895700455	1.0433717370033264	1.3670737817883492
73	1.0	1.3	0.8	0.0	0.6533730626106262	1.0413022339344025	1.3679887652397156
58	1.0	0.7	1.0	0.0	0.6333810687065125	1.0558612048625946	1.3725517392158508
67	1.0	1.0	1.0	0.0	0.6423074305057526	1.0518088787794113	1.3729625940322876
76	1.0	1.3	1.0	0.0	0.6491707116365433	1.0485605746507645	1.373145930469036
79	1.0	1.3	1.2	0.0	0.6459553688764572	1.0560063421726227	1.3789840266108513
70	1.0	1.0	1.2	0.0	0.6388152986764908	1.0600304752588272	1.3794381245970726
61	1.0	0.7	1.2	0.0	0.6302815079689026	1.0643500536680222	1.3794908076524734
