seed	n_pcs	n_neighbors	resolution	n_clusters	ari	nmi	batch_ari	batch_nmi	batch_silhouette	cluster_runtime_sec	dataset	path	method	display_method	impute_seed	cluster_seed	label_column	batch_column	n_cells	n_genes	n_labels	n_batches	feature_mode
43	20	30	2.0	30	0.30785467382038717	0.6923341121703074	0.09113108306968538	0.26366515983040334	0.028109222650527954	0.6327240960672498	Baron	datasets_original/baron-human.rds	baseline	Observed	42	43	cell_type1	human	8569	1000	14	4	label_free_hvg
43	50	10	0.2	15	0.7184362407787427	0.8506672719700002	0.14211892659059	0.21646939284046346	0.02905643917620182	0.3385569129604846	Baron	datasets_original/baron-human.rds	baseline	Observed	42	43	cell_type1	human	8569	1000	14	4	label_free_hvg
43	50	10	0.5	21	0.5564070105851328	0.7977516537549114	0.18147748966315916	0.2818347137058471	0.02905643917620182	0.33181011280976236	Baron	datasets_original/baron-human.rds	baseline	Observed	42	43	cell_type1	human	8569	1000	14	4	label_free_hvg
43	50	10	1.0	30	0.43649104530515	0.7491735869771927	0.19383701354251862	0.33776583843731334	0.02905643917620182	0.3324066561181098	Baron	datasets_original/baron-human.rds	baseline	Observed	42	43	cell_type1	human	8569	1000	14	4	label_free_hvg
43	50	10	1.5	34	0.371044338137716	0.7237429583335172	0.1538307418608291	0.3259137155549279	0.02905643917620182	0.32738375500775874	Baron	datasets_original/baron-human.rds	baseline	Observed	42	43	cell_type1	human	8569	1000	14	4	label_free_hvg
43	50	10	2.0	41	0.28296595905272875	0.6846952277689505	0.11862275201233242	0.32451418237408497	0.02905643917620182	0.32944817701354623	Baron	datasets_original/baron-human.rds	baseline	Observed	42	43	cell_type1	human	8569	1000	14	4	label_free_hvg
43	50	15	0.2	14	0.6795456289856658	0.8421498879631818	0.16010045627050828	0.23424469033211798	0.02905643917620182	0.4027352458797395	Baron	datasets_original/baron-human.rds	baseline	Observed	42	43	cell_type1	human	8569	1000	14	4	label_free_hvg
43	50	15	0.5	19	0.5762283116287075	0.8112455939527317	0.17953403720171512	0.2723339555584859	0.02905643917620182	0.4012459861114621	Baron	datasets_original/baron-human.rds	baseline	Observed	42	43	cell_type1	human	8569	1000	14	4	label_free_hvg
43	50	15	1.0	28	0.44015658732981167	0.7539894460328164	0.18720404428715015	0.3319751170495622	0.02905643917620182	0.40034396620467305	Baron	datasets_original/baron-human.rds	baseline	Observed	42	43	cell_type1	human	8569	1000	14	4	label_free_hvg
43	50	15	1.5	32	0.379657192166065	0.7326954660713781	0.15146109984013373	0.32347788630800245	0.02905643917620182	0.40113776503130794	Baron	datasets_original/baron-human.rds	baseline	Observed	42	43	cell_type1	human	8569	1000	14	4	label_free_hvg
